,,Item Classification,,,,Attribute Classification,,,,,,Connection with Alliance companies validation items,,,Structure of Evaluation item (Japanese),,,,,,,,,,Structure of Evaluation item (English),,,,,,,,,,Application,,,Deployment,,,,,,,,Achievement,,,,,,,,Digital Phase Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Phase Confirmation,,,,,,,,,,,,,,,,,Physical Phase Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Market,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,TAIWAN,TAIWAN,TAIWAN,TAIWAN,,
,,,,,,,,,,,,,,,Performance Targets,,Vehicle Targets,,,Component Targets,,,,,Performance Targets,,Vehicle Targets,,,Component Targets,,,,,Development pattern,,,Section name,,Person in charge,,,,,,Section name,,Person in charge,,,,,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,Physical Confirmation,,,,,,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engine,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,7DQ,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Section name,,Person in charge,,,,DPFC,,,,,,,DS,,,,,,,DC,,,,,,,Section name,,Person in charge,,,,PFC,,,,,,,,,,,Section name,,Person in charge,,,,VC,,,,,,,,,,PT1,,,,,,,,,,PT2,,,,,,,,,,,Gearbox,ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),ATM (FOR EV),,
,MSTR-003-0083200-d0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: 2wd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,,,
,MSTR-003-0083200-d0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w/o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,1,,*,,,,,,,,,,
,MSTR-003-0083200-d0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,*,,,,,,,1,,*,,,,,,
,MSTR-003-0083200-d0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ3.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w/o",,,,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,
,MSTR-003-0083300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ3.xlsx,,,,,,YES,,,,,,,,,"axle: 2wd, サンルーフ: w/o",,,,,,,,,,,,,,,,,,,,,,,1,1,*,*,,,,,,,,,,,,,*,*,*,*,,
,MSTR-003-0083300-d0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,,"axle: awd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,MSTR-003-0083300-d0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: 2wd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,,,
,MSTR-003-0083300-d0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,,"axle: 2wd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,1,,,,,,,,,,
,MSTR-003-0083300-d0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w/o",,,,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,
,MSTR-003-0083300-d0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ2.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,
,MSTR-003-0083300-d0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ3.xlsx,,,,,,YES,,,,,,,,,,"axle: 2wd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,1,,,,,,,,,,
,MSTR-003-0083300-d0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ3.xlsx,,,,,,YES,,,,,,,,,"axle: 2wd, サンルーフ: w",,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,,,
,MSTR-003-0083300-d0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_B(操安台上)_XQ3.xlsx,,,,,,YES,,,,,,,,,"axle: awd, サンルーフ: w/o",,,,,,,,,,,,,,,,,,,,,,,,,,,1,*,,,,,,,*,*,,,,,,,,
,MSTR-014-0044800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,,,,,,,,YES,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",YES,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,*,,,,,,
,MSTR-014-0044800-d0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,YES,,,,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",YES,,,,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",,,,,,,,,,,,,,,,1,,,,*,,,,*,,,,*,,,,,,
,MSTR-014-0169800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,YES,,,,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",YES,,,,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",,,,,,,,,,,,,,,,1,,,,*,,,,*,,,,*,,,,,,
,MSTR-014-0169800-d0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,,,,,,,,YES,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",YES,,,,,,"seat heater: w, seat lining: s4, ventilated(heatercooler) seat: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,*,,,,,,
,MSTR-014-0170100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,,,,,,,,YES,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,YES,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要望仕様が存在しない,OCCUPANT MONITORING / CHILD PRESENCE DETECTION INDIRECT: W
,MSTR-014-0170200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,,,,,,,,YES,,,,,,"occupant monitoring / child presence detection direct: w, sunroof: w",YES,,,,,,"occupant monitoring / child presence detection direct: w, sunroof: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,*,,,,,,
,MSTR-014-0170200-d0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,YES,,,,,,,,,"occupant monitoring / child presence detection direct: w, sunroof: w",YES,,,,,,,,,"occupant monitoring / child presence detection direct: w, sunroof: w",,,,,,,,,,,,,,,,1,,,,*,,,,*,,,,*,,,,,,
,MSTR-014-0170300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,,,,,,,,YES,,,,,,"combi meter: full tft, occupant monitoring / child presence detection direct: w, sunroof: w",YES,,,,,,"combi meter: full tft, occupant monitoring / child presence detection direct: w, sunroof: w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,*,,,,,,
,MSTR-014-0170300-d0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関連表1_M(乗員判別)_XR6.xlsx,,,,,,YES,,,,,,,,,"combi meter: full tft, occupant monitoring / child presence detection direct: w, sunroof: w",YES,,,,,,,,,"combi meter: full tft, occupant monitoring / child presence detection direct: w, sunroof: w",,,,,,,,,,,,,,,,1,,,,*,,,,*,,,,*,,,,,,
